Date,black,darkgreen,green,maroon,navy,darkblue,darkred,midnightblue,darkslategray,indigo,mediumblue,forestgreen,saddlebrown,darkolivegreen,firebrick,brown,blue,lime,red,olive,purple,teal,darkslateblue,seagreen,darkcyan,darkmagenta,olivedrab,sienna,crimson,limegreen,rebeccapurple,dimgray,orangered,darkgoldenrod,chocolate,mediumseagreen,mediumvioletred,darkviolet,lawngreen,lightseagreen,steelblue,chartreuse,springgreen,gray,slategray,indianred,darkorange,royalblue,peru,slateblue,mediumspringgreen,blueviolet,darkorchid,lightslategray,yellowgreen,cadetblue,darkturquoise,goldenrod,orange,deeppink,tomato,dodgerblue,deepskyblue,coral,mediumslateblue,gold,darkseagreen,rosybrown,greenyellow,mediumaquamarine,mediumpurple,palevioletred,darkkhaki,mediumorchid,mediumturquoise,cornflowerblue,salmon,lightcoral,turquoise,sandybrown,darksalmon,darkgray,aqua,cyan,fuchsia,magenta,yellow,lightgreen,tan,lightsalmon,hotpink,burlywood,orchid,palegreen,silver,skyblue,lightskyblue,aquamarine,lightsteelblue,plum
2023-01-02,124.10896987478101,90.71876259691835,346.4547700945097,456.18916786919004,74.36502948041867,73.66143808740597,11.338500392229207,80.01275339463726,344.1540017606547,60.149938528453745,370.66838260025884,294.5843602473249,279.2227630046529,284.6971058599226,140.38120844747095,421.1555809761421,438.38084350020154,216.9286069112958,147.95441093782634,560.5396148486925,684.5100869355086,82.20316653318895,355.2121381410992,163.86562629267274,1590.8238631433119,112.43196936535129,83.5832595566781,62.31030666335481,385.4915056383943,54.33216630104426,295.1305861262918,93.21933020324305,592.5695992176006,743.7732259257982,485.1023346185013,22.334090138984966,36.48602351810345,10.587911817539448,2146.566786761285,86.00200038249191,103.20080389035728,162.8031349684151,283.91064409780034,111.62386495356493,165.88851360311097,153.98042012669927,42.41286991388254,946.3238128271726,876.6313177032639,160.3098833886943,136.70186978693377,1017.9243594628523,1788.5863243482809,164.96903209171003,286.08882335968286,104.03580774674064,218.914759140916,12.263679170869462,16.695697544220952,246.86038821948262,130.3539173605107,234.39087278995643,170.75435791250138,289.1390190622401,204.5846274969391,133.51059813661584,241.73477035729408,81.97585017253317,652.7369884250793,60.26521419414181,107.29079309563978,394.52174985068314,111.01872881396748,418.6912605315435,691.4443202532357,353.1655032845831,103.91404526496738,1086.0066283539954,255.92416821304758,61.78106515313853,1217.0601838511245,195.45360160585116,302.17272060377564,401.1411642970082,97.49179551690415,401.48481045891594,47.156652538618516,61.20546684574628,110.41262581070546,1452.6452467216038,299.0147637527006,525.9160281900017,106.48431100065609,280.9598257229099,19.892549579182013,127.80148179608211,255.39501499235058,93.69433248758446,22.751641632378735,32.126230517061856
2023-01-04,126.46926242182,90.18287978485843,349.60406305654544,457.73496931801634,72.74023102743799,77.10333946558949,11.561147578447,80.65204284145355,337.1355929743368,60.29356899858044,382.3263442393264,296.0255658594096,276.66055222541667,287.94448227339376,142.51138144006686,422.755168634557,438.6572103306629,211.88630260151294,147.14624274066549,576.6625744145874,703.1595985766977,83.52220512792793,368.1115108261016,167.74307862321714,1597.700938900525,113.41436116166848,83.42171487958709,61.26875725849168,381.2096608452672,55.012963697860584,293.5352693823341,93.28036542331951,597.3863591833634,743.9900976388157,482.5001415185858,22.517117517144097,36.65465813461748,10.499334113842908,2132.023359531994,86.91409483883743,104.63452995829157,158.44890138908315,280.7501270373574,112.61373234003858,166.83620343467766,155.82695727291636,42.26899521981539,939.6155435461253,881.6287895902561,162.40724098727873,134.41239268568782,1014.8410110490873,1826.4574365151493,164.68115839339777,279.6210680539963,104.05637077766987,221.36589284180977,12.332866984239121,17.058473684050327,251.16653961153156,129.3791761108767,231.80928565427544,172.38885880101432,308.54119834176754,204.86500891881414,135.42553466762135,240.58956485415354,80.41091383109134,662.5753824249327,60.83505919683986,108.76815725378414,394.6107877050256,111.41603862410884,430.77537606302246,687.7887987267651,357.4956516162193,105.12903565639542,1044.7423086622875,258.6085113157273,60.594780542682635,1190.0252493804694,198.38835012725542,299.9001020503778,409.20288211358064,99.95981162767632,392.2977613608371,46.60028186157872,62.49239654591431,109.26055294434289,1461.3216960476486,308.78187298972,545.3284477796526,107.01427949731745,278.6898335285125,19.721917056364017,128.49756314853545,255.47056988544827,93.36286094438798,22.67920478095263,32.65529073479056
2023-01-05,127.42380905359252,90.87440280641664,353.36237288310207,461.791410585784,73.6863163072246,76.3754228129612,11.480818165676586,80.61678469348071,345.50057750389715,63.02146242037275,399.1056505681468,301.3462967726076,277.7707980013805,285.2281510025303,144.8380582253822,417.42325461085585,439.61410155630557,212.4672981232694,150.26591504109916,579.0653272627545,689.2405619060555,83.53026160002798,386.8014162483988,167.9231766469067,1600.7298350170204,112.32389124373823,83.74751292085183,61.27881807197089,397.4887107308052,55.26282028039935,296.5585665645169,94.59015983257761,597.2959744116109,747.3770641216875,486.78072771225055,22.31262031390535,36.53091353324946,10.676834808247703,2191.679290746806,87.63552428151947,105.67238601000695,159.5523780738106,281.49595503205114,112.81358840313597,168.78954205699478,155.0204475994742,41.57307899269528,957.32706903958,869.7414810667381,161.8360597046042,133.43460684658194,1022.2376431372994,1933.756187824842,167.02966748570188,279.2992420306567,104.4499913962255,223.4786338452512,12.152332195211338,16.96848623720938,252.3132143157615,129.23410181042848,226.9811025193462,174.83341176630236,311.88797967331783,205.332690925304,137.19840718042272,239.97389336987382,80.00372589645384,687.0733277358257,62.00065033067891,107.64160444869647,403.34469150837367,111.68848234850121,427.7714978756054,688.9753876942406,369.2173139048409,106.8761946590657,1087.1202915768522,264.06770877782554,61.620576680739525,1184.1222481321156,201.88834567945165,299.57462573183153,416.63404949074965,99.9824543864458,394.5331923746154,45.27390350706568,62.98536731673808,110.8968240129811,1490.4554191091088,308.7988177757321,527.8172352142672,107.572349704432,285.5257619097834,19.53263467255829,128.88841859581984,256.6555521346079,95.11605660958378,22.81658237800963,32.88488858145302
2023-01-06,130.12304045645672,92.29442263322477,361.22085980072757,466.1781811067899,75.37498276289557,77.1018318618128,11.465691099287366,82.43116628143113,360.09828168826516,62.74539992936051,391.87260655676914,305.58017014522085,282.9769098594957,292.85954598557674,146.8490746631989,421.7542637392307,445.8639922956406,211.09625303150034,152.47417593923194,592.9108746823183,692.6144871773679,83.64682402310777,407.4246614581796,171.98310862677386,1605.554299274723,115.32849834237618,85.2271427235175,61.52617823063533,408.5891480158629,57.693567611534675,298.23749162191075,95.78420801206697,604.5107972877239,724.4840049961649,487.83069588877305,22.801820040829337,36.476406718438895,10.783330294387776,2261.8528328969387,89.1028259291978,110.2532450477322,161.42919299671104,294.412318046014,113.16539954725587,172.03842837289824,156.46358462020814,41.47266401701005,1000.5566457707905,859.9604589672127,167.1740258880023,132.29727740370137,1035.7336395795244,1999.7034801053194,168.88692675131193,288.4028229349359,107.2774813352171,224.97302138729202,12.346397258928633,17.33607061268201,259.4262947645074,130.38525718966306,234.77184902794906,180.12275937049685,323.50658206385805,202.3298956662782,141.31506212263255,236.5423625810482,79.85021882019174,678.4342769477375,62.95529698720041,111.85193024638805,402.40485651130024,112.82757922721557,421.3680224034218,691.5092728288671,376.9283672768921,109.18724743934267,1118.8597822496213,258.756160541596,64.3897184834151,1167.7736193943344,207.33822077574112,294.54949065765777,432.3253226115878,105.61444500244463,403.27101222924813,44.65952755244688,67.20509090758212,114.06728955687869,1460.570666682631,314.9446075436565,566.6021083534232,110.1314561209146,284.5673596081789,19.70315729782231,130.7152641546321,262.23040634056105,96.21137022015498,22.940215285224873,33.73627599988808
2023-01-09,131.21705110291,93.66549812008735,360.30086078771444,462.1240900066607,74.5971222238976,78.20175272460335,11.531095426647848,82.7538256460037,351.2553331456155,59.70059158315014,381.2570800846347,303.2004391672839,286.73355268940816,306.46588592987655,147.80364265789794,432.5715727260412,449.7739668308812,210.98044217006498,148.69428727723349,581.767188944596,694.4019480499741,83.83229496426492,388.61604329699594,174.67967155832042,1599.0297569698075,114.96607462448462,85.95304353598196,61.83579116537639,397.7255377926312,57.37170472886972,298.891783129872,94.976691242076,609.2391577937735,719.8616858057783,485.16829016621364,23.223253195931818,37.313900244179976,10.74043635375955,2212.9729137031604,86.99309080521465,112.58571193344366,163.12753016156458,297.19119011739025,112.42581369896381,174.4926621877945,157.24665496213336,41.6394361344136,1006.9750948241121,876.8561825318111,167.0216243282623,133.2490026974703,1046.4116203586548,1917.9547881609467,168.915428443866,287.8478998118537,108.39973476492708,223.3762727792479,12.73761587042892,17.17878068329732,262.7714669403755,132.23989797715558,241.93503182741114,179.9115211268918,321.97933998679775,201.8027213421961,140.8158691524566,236.43164153404697,81.11131215394386,646.0994438673783,62.01715084966254,114.92734390225523,396.46243115397004,113.5493698694192,417.2919488807709,692.4263891474862,370.74365098859175,108.62556966910066,1100.4611703146438,249.71708863095003,63.76229328711412,1181.9405488333268,204.5644092825605,290.94372179083837,424.87814323418695,106.76098989346048,407.2579333913698,46.75014808407575,67.16638771912571,114.87817135968692,1452.6094378396258,315.9614940458574,575.5403468053212,111.75506375671533,280.3502076385229,20.27977799288571,132.2072791814259,265.97950645490533,95.75154421225018,22.93312975047578,33.16213361526849
2023-01-10,132.58476956343097,94.57554525417724,358.867087437113,463.5424670825317,75.88540698702262,77.53422305317719,11.383429153478357,83.20114778086365,350.00998975623145,59.33590078455368,386.3473797011085,301.73700267981513,289.9546355253164,317.4871263744525,152.4437746239872,439.2198578691928,459.6273772618087,215.64916542335317,148.9990473325245,574.6470176997618,688.5737065480823,83.42810924194612,387.7784179195245,175.0531015469003,1618.316940554932,113.11345039646675,87.1980799187319,62.168942914859926,399.438583770633,57.26864857064219,299.14947889745645,95.63909764136777,611.9447604451607,729.1847563208968,484.0884330258986,23.422503747542347,37.842398221617984,10.779747123091704,2207.834749821161,86.47033656667725,114.61461836848584,162.71447159101407,297.4068335479116,112.82786422120334,178.87985211297396,160.06854908912425,42.10535336215611,1016.1075273297103,884.7636905379231,168.50525786696093,134.65770849469723,1062.6008279423143,1927.5765381476228,170.5592593267912,299.01451456522176,109.60612198729518,222.63526546219396,12.860274850071479,16.8338949556916,261.9729554210359,134.741782183775,250.81822362090034,181.45804580144278,311.20063115850553,205.94974089824177,140.85111160716482,236.3963383133392,81.7374617687508,643.8525785396386,61.48855817218297,118.18157305815589,399.7295684936,114.39393221967256,405.6496195602284,707.0888995739009,371.9757783029912,108.33039549526355,1131.0272792185422,251.45617651700687,64.75260250041842,1209.741970409523,205.5216629876251,297.23684739582234,421.7262958127003,106.84476234455143,417.18097643647644,48.340797230436216,66.19835518672913,116.48133212235287,1480.8084276836912,309.3530377697354,569.0696658714652,111.71228599958938,281.84082814340167,20.925407513933354,132.75569073347725,268.3432144598418,96.82481411450331,23.214516411946992,33.09880004782247
2023-01-11,129.97416635975648,97.39783686742221,356.3102815758922,464.6597768042607,74.990215158463,74.5867845795936,11.486012245609313,83.38652497808013,362.7434572630752,56.03769972003277,363.25167392828246,302.0894433855736,291.11477200258133,320.405583089518,140.14925406626745,439.58311082383193,456.65185245121575,213.76517761250074,148.42971841122625,562.496860672821,678.1851668361761,82.37292975975946,385.15442258820957,175.6313631761956,1595.8851919398028,114.10992891023808,87.30484330582973,63.261116665304066,401.3886219712363,57.22454583670717,301.67370457844913,95.94747329377903,613.3060711932295,724.304500982352,487.06540492717676,23.46118904732514,37.565041535913295,10.995930734091731,2202.129971161445,85.41269005423666,114.15435234403884,171.89331810320982,312.2082690634655,112.78453285176424,177.72426740377207,157.69358186087385,42.69697755441318,1068.601288542074,901.1374788281037,166.71682583411618,140.51176778437284,1072.1150540925598,1868.083980509203,168.35720849738547,301.0021826728527,110.32727087915261,223.61984517419017,13.088397708447292,17.03739662539784,263.6993563582934,137.21387750881652,262.3244231486509,181.9917879788002,321.07410953641244,196.8177366475083,140.72208333505463,234.02075727008443,85.39662703734639,627.0881280202128,62.4508946927978,118.20524942686905,399.53148139803807,115.69784603968283,405.296734096651,696.431445109552,361.2310016560183,110.22694486908676,1171.056049260463,249.57138321538827,66.85062980830062,1225.4434474471923,206.05897367195652,292.35418346573346,415.48984170658844,107.97244476271048,423.61686041948604,49.453278077257856,66.99461689928675,118.22874962497481,1438.848282947993,311.0462529389373,595.6044661699984,113.98174162299607,282.8077045745346,20.820123141120526,133.34087081472651,272.08422557954174,98.19175720038841,22.939102330671446,32.71132250891713
2023-01-12,130.54860821252925,97.16444911090642,358.65386386012756,459.6387993170535,73.9753225491325,76.56105476035488,11.379957904910887,81.99700506338023,350.03297103148157,57.138011040019435,367.7274875502016,302.5490117354453,287.1850396482064,318.58745895498623,142.05198257946284,438.7494435319812,452.8204103044077,213.98724138190016,146.16370878638014,549.6475606349924,674.57909136144,83.7660286627772,379.2776745109174,176.04756888599593,1590.085967112726,113.40183413345991,87.13017460800849,62.207807902876,390.3830724929682,56.110299821919845,303.43548589297706,94.22175377839515,610.709279332189,726.6789080791018,486.1666617794594,23.676838970636382,38.04162197046805,10.901316365758102,2135.937161277988,83.59114381695348,116.76931133380624,171.83200853842604,305.7189506345429,111.23493824504547,179.06281364682386,157.2225741476645,42.0418793121558,1017.8394395287596,900.9537505390393,163.23077868932916,136.97716107849322,1070.3849266982195,1838.9008155911831,169.76568469611752,291.6141628883348,109.54965990958662,224.29191233815374,13.018409326800171,16.602620598567164,265.02807874276857,137.31106117209157,252.71984250277265,179.98506713619506,317.87303269926383,200.5226670710715,138.9464030504995,236.7207272033414,85.54263643821079,623.0882788884461,62.28468068215368,115.89012466683879,389.42346650188404,115.68344664956483,404.8907354088554,688.2624992869978,362.9935535546264,109.10618211464538,1132.1250254011882,245.68444666592967,64.19981579258517,1220.46939773361,198.6772357449974,289.26504144785685,413.72465903036425,104.60866097201048,417.2604301846422,48.938540059863406,65.00714502796059,117.866665662337,1490.8564373486079,313.2143590860276,566.2057375682595,113.94122397863856,284.1633721196944,20.870387296580418,133.47397177989325,273.2219162736257,96.33055020056698,22.964447658825197,31.870051689864432
2023-01-13,132.0165866029799,96.16737327044919,357.5565759058782,454.351635370697,74.52356969750217,76.10972226317553,11.558834918575325,82.04007885327935,340.35454579292804,55.30986253144714,357.707055303873,296.9340451039232,289.6884021965353,319.19812336428873,145.33217190314997,441.0513623011139,454.60454982446095,208.64179521391736,147.06196357142096,551.0134613399586,690.4122945685812,83.20740496719003,366.7307486761809,175.2763292711091,1582.7792889598647,114.25267503659879,88.0812176261294,63.24477857523746,384.9860999965349,56.52562583309702,301.5726029218782,94.22584614448897,616.3535260202148,701.2928975652886,477.92693828069747,23.445205892238228,38.12291498550597,10.810593883939331,2167.6739310483354,83.56451452261966,114.84332653721918,168.7378903896853,299.87625466435117,110.57732325203499,178.1061503198806,159.0806530494649,42.835796972617494,1021.1328975937836,896.2069632757074,168.56568572787648,137.2682705301757,1052.607556824854,1822.327741189329,167.95816669603113,293.3745271985357,110.48637251281717,221.47039072061636,13.309040715434023,16.877556525756283,263.1214763591168,136.68341117340788,257.6671465333118,179.05816758990366,319.20643009812375,196.90601876471774,137.9530465949463,234.4821464060842,84.04220487567714,606.9841973103609,61.872624546829314,117.89272925230989,389.6748718641601,114.64977644505578,409.8220572486476,689.9723143357949,358.0298494727317,108.19516378888859,1097.1700583251288,237.39702310932125,63.08202264235354,1210.6189409559681,196.71480242981343,285.2516472081244,414.0809200300486,107.4261038582282,417.8327268047268,48.86403044791335,66.74722871328657,116.29017284872162,1480.417411755656,314.7545725443797,582.2588543447393,114.08363451723757,277.21214962727515,21.13331017274613,133.30151173662458,271.9899056442372,95.46859968224152,22.8200591464509,31.804601835289972
2023-01-16,132.85317045333593,96.72301664090385,362.7212144829329,450.2781808918143,73.45171115355687,77.87505074130041,11.584769924987922,82.5181970071205,336.3621395633035,52.77096830874576,351.99285080070024,292.6135557791186,289.2990921927506,318.61635765965264,145.3280093698309,447.793233152289,449.6277274751261,203.09320416563168,145.40383180230236,540.3610192996777,701.4416496214468,83.05576443847826,367.13469274745114,178.2229227876297,1562.259714404235,113.1105532782462,88.79418622071543,62.238069193571356,379.5886502434796,57.55578702014732,297.0579861532168,93.59063532672991,618.4421627557306,673.332101742075,467.9075872136384,23.833658188159923,38.14899549898736,10.847780698284163,2122.8916499167685,82.39844898546839,115.12602983581324,169.7253851287991,298.84854701854596,110.53990485099094,178.76729856127463,159.70740603935434,42.64011022918954,1033.5190787824447,880.6599518399912,172.3352381242189,136.4468724135038,1051.2513592614532,1794.3795974212658,167.5028052331469,290.18258410047736,111.50001479143015,219.17618935430065,13.549907422849392,16.99298777037465,267.1534332127956,137.13302577057127,267.5054769836623,180.17457953273262,333.8014403267791,192.03849290196675,138.32779811758743,228.4512075024342,82.88914976634442,578.7635199274087,61.7238669222011,121.2086423202551,382.494839835022,115.79470581299077,410.6334378183806,681.4782284914249,349.574589218471,108.21691679294429,1060.2834494069723,228.34993954842693,62.68256025818112,1188.9543350925921,193.29247160422224,281.3150186570863,413.8976429775845,109.63306999634328,418.5771728317434,48.223868903475804,67.6808305167065,115.24025125098976,1463.6857313381402,316.4277868095908,616.6476330405934,115.21289789911016,274.86325420980495,21.45528916949894,133.00647902636445,274.99547217345065,94.12202482955739,22.773479430188615,31.46185718594143
